sample_id,program_name,toolchain,fold_id,binary_sha256,source_sha256,source_function_block,production_sa001_status,ungated_pattern_positive,ungated_confusion_category,probe_definition,interpretation_boundary,evidence_label
geb_R2_SET,R2_SET,GEB,fold_5,3c6721b6e036430cf402875712e5bb7aacbd57173cf3296726d7d7bbf4aa9436,c61f4d63f2a55519e781f23e9e499ae8b17ca4a188569d189192de1f239b4a26,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RAD,RAD,GEB,fold_8,e45a1913ef1c8276c69567b5efd7cff179867942f7de049f8d4609be77bef9d2,ac93bd611c07eb35d29a285d30b565df3db745ad829f78f85888737e374b7342,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RANGE_TO_BYTE,RANGE_TO_BYTE,GEB,fold_9,243f7605f79caef9ae5ccabce276dea3ae15f60373cf362f06e629f3979282f5,3f64e28723f01ba1032493547048e1333f1fcd6a00be6e2cc4d94ed5099ab79d,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RANGE_TO_WORD,RANGE_TO_WORD,GEB,fold_0,0aa29f0ceba0c3904ebf60bdced45f26f1cae6c07ff2d1bff3d2964027d261be,35a1986444d730163943aa94c08160d02e7f3278f6f6157816429b38a35b3208,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RDM,RDM,GEB,fold_9,e1af73580fd48f04a9fcb22bdda6a6e90ca32a81d2cc5e0d5fb4366b6a39e160,00c0f0eaf34999408fac35e00525552cd6616b2588cbe24a9c6141b9743c75c8,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RDM2,RDM2,GEB,fold_0,2e637933697cdfc76cce3731b1265b85631d19139459c11d0d59b5bb613b6d61,c9afe5db16cb24cb160ba669f822050b9c53b047a359c1fc5f5dcde94f74beda,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RDMDW,RDMDW,GEB,fold_1,f6cd21d0671b684da3a15815fafdbbec87609b66ba98f9a7f536c0400bb028fa,09cdf00c7b0d76c2d05c3000d7bfa4416d38502594dfe987dddd7ccc461a72c9,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REAL_TO_FRAC,REAL_TO_FRAC,GEB,fold_2,42a65bd9bd7cb5671a81623ab0890fea52e70f16f743d23b952511227a6ad278,fd3fdcdfd7e0271415b4d0f83a33181aa1d625535fbe918225582c68b914f1ec,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REAL_TO_STRF,REAL_TO_STRF,GEB,fold_0,cbfc7d4f34bc1aca682b573cebb592a0ba8ceca836ac45e3ae56552a9e51683e,c75b4b5f12f7f0b98cfb1bc5eedde848f8d3a96059a2248494b7e53af1ba9901,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REAL_TO_TIME,REAL_TO_TIME,GEB,fold_5,4a58e47df785b386b34a1c3453bcc59649713d44607a93294b9f0dd8970b7c6c,8da0779244214cfc082ba70c3de7646273645a2a7103b17b67cdd349cd2d3917,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REFLECT,REFLECT,GEB,fold_0,88d6643fc7d398efea43772ddc30e99576d1924a60baa96a9a241d61beea7a12,0058beddda724107b8e8557b40bd0950846075ad0cd0476ad91076b289f33051,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REFRACTION,REFRACTION,GEB,fold_6,e333f2453b96fcb639e76a5185a2fd755f9a3abe127a5fc8a3e35fdf47600fa5,c015b2222db81b49cf87a75d52d13ff3a78b65cbe60769f6e7ac5630c62188ee,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REPLACE_ALL,REPLACE_ALL,GEB,fold_1,def6b2493e3e4b75b4f6a7ccc48d55c82cafde06929d3def3be26651ddc12905,193e9d9d7dfbaa3455b6ab171ee4bae1443e50572afcab114612e241dde5c38d,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REPLACE_CHARS,REPLACE_CHARS,GEB,fold_2,56794c163d05fd0bf7253cb23ab9c080ff065789fe2939b137c833b783004335,0f4573bc83af665df4fe3b836d3992e720ca9edcce8bd2d3bedbebce9793f76a,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RES_NI,RES_NI,GEB,fold_1,2fe9592c6c701bf040f8b5e3cd38ad1e5a795b290a07bafeaed5dfa06c408c7a,d30799a2e672b90a446c75ee1e39c6a8d42f417044fbc6ed1124f92bd7a0dc10,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RES_NTC,RES_NTC,GEB,fold_2,bf876d2e3ab6416fee6e3a8d5b69c609473a8fa939902ac5e13d1939bd75b36a,67db955c03176f73edfbf289e1862ef17520b1c99bf0cd752bdbabae1d290aaf,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RES_PT,RES_PT,GEB,fold_3,229394a1a260b8e23169a7873b61a484fc8f8b9d9b3761cc260354ef52d2d791,a9acd27dd83e86dd211d27f4e37749f935a0d50f00aaed3a1070c2dadfcec586,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RES_SI,RES_SI,GEB,fold_4,c0b87b881645be227ea545a9e252b9ebd1aa279f6865677c26e97dda38ab5253,072bbbe9958d6101342c31ebef0a4344c9db5555317f2af6674aa1d6dcf1e9ce,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_REVERSE,REVERSE,GEB,fold_1,34cf06e426ab6e69f679e5aa71581f285d86a89c02484f16156cda4824590b1a,6f7e410727736d6a3455c3c730301ed4e1fccf1f72a379c197e668d2cd7f2e43,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RMP_B,RMP_B,GEB,fold_2,0311f14b8288ef68cf4fd366a10c0bdb482c82bdc61e7e764ddaa33a6d404459,b19de621eddbb657703066be59076f5d5417a6c39c07e63bb00510003f7714da,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RMP_SOFT,RMP_SOFT,GEB,fold_3,daeb6cfc6acbdeb346f8bb83778c1ac0dd027b25a257f4c0aebb80264e484a5b,4271ccfdd0f83c39c65d9b8a60bd392a908f094a24d7fa873ddb4da30b2c5445,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RMP_W,RMP_W,GEB,fold_4,090c5419f345886bbb31abc837605a7a51a2943f3bf9ad4415ba277912784964,9f67de3669bd945a8290d83afe7e7329fe20aba55a0acb8cfc286e94c2c661e3,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RND,RND,GEB,fold_3,358a44c4e41528593f7373e84ec552e97004775842217c2375bd835f333ae7f1,c8fd8216281f2852f1d1c0a478d680c6cfb6f8d9858fe194110f1277b2a1396a,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ROUND,ROUND,GEB,fold_4,af9b1f413cae46966c0c178097616e5b7ff808d4df6b2d0444ce87035e40745f,4be7178b271d60b90892afee6bbb347d9402a96d8f14807be0f4bbaf6dd903bf,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RTC_2,RTC_2,GEB,fold_7,08bff872a26d4f878d1315816628bcb93a61cd6e87a54c327c575a617aaeb233,b0ffec8f93653d5579698fff72df4738c042e0f17d741e29f4091f23378dac73,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_RTC_MS,RTC_MS,GEB,fold_8,2882e2e8ba990504533201e7630c971ca47f113d9075c07e704a81de71ad523f,7c70851870cb7b3581c7fe0a5fecbb020598130fe71406af42551388e01c3032,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE,SCALE,GEB,fold_1,b1804758ff3b095dfe24eff273f0e69a7a58d4efc6027d951aed3023e2231d9e,f1db281c34bdaba5c3b4c35f2cdd330c6e1814a2a84d28e02c9145571d17218c,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_B,SCALE_B,GEB,fold_2,e07c6619aa99a620e44ca3ed3ce170c1a0ddb2eb7086e998decce6698903d66d,b1bc05022ad3e9d45d507ab2214d704d8617036e96089eb8ef5fe5a4f66ab629,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_B2,SCALE_B2,GEB,fold_3,a0d8669cdec6f414d8cdad70a563b83377ab97b39bc8d0170f0f1d1f8d07795e,a847dc05327daaea9bb012fcc943794bc70a650d6193d6a926e772e9ccdc88c7,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_B4,SCALE_B4,GEB,fold_4,5ef454f63dbb2fdc93896fd4dc003d7852651cc281af2bb656bed9a2af811479,4ff6b35aad77b8ca2002e3a799425f63daa0172a84a8ba543487de7bfa240dc1,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_B8,SCALE_B8,GEB,fold_5,0178e45d0d5e6b936fd783fa0b726d6d0c292b9b3eaaa9d4d73280c4f66a7747,bb699b0d469db9016382137532e1d9084c5d8de5f9e967305a1a290c73323cb6,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_D,SCALE_D,GEB,fold_6,5ea82bffffcb47b78716fda902fa5117a2c4861f072a44745ba9269bb9efa63e,86be23afd8af4dd075889803e1f25080cdecb841e15c6a1e1e4ca73d7b16a1c6,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_R,SCALE_R,GEB,fold_7,3022637e9f4c1efccd635ab9f39d584350289b407139e5e1c1ab99153dd184eb,a4c343fe505e7273c6460cdaea06b46d538278f4b51821ff38b5673e56c04574,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_X2,SCALE_X2,GEB,fold_8,cddcb756844357e3cad55c847f82fa3a94d9c4b18f5629a7e118d8ff0fc7f112,5c6c8f9dd9df59c89ed823d175d8d42a9dcdf5f9f89c91109fca086952739cb0,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_X4,SCALE_X4,GEB,fold_9,d4c5c086f9001166006ff42a4cbdbe965786ceb25683572bf8b5f4d7cf5d6810,e5ebf865d1b50ea7f45957d8bf2b59594908c51fcfc84435a7040dea872a4c87,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCALE_X8,SCALE_X8,GEB,fold_0,8dbdc1f0365d626ed00806b612cd4e679cdb26fa9278a2a99736eb0fcda5b3bb,53031a6bdaa45d281f8a7d41864b1c465aa0faa35edf69e2fbaf6800ae7e8a24,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCHEDULER,SCHEDULER,GEB,fold_2,f9fed6cd748ac5cca968cebad86fc9be08a4a1ad6854672d8bf61957b2b470b6,7463ba878fb286b93a76cb09f14aea4a72e2708912934a9b1c54eab85d8959e0,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SCHEDULER_2,SCHEDULER_2,GEB,fold_3,fb24973f0732fe038fbf02987e2226a9cb74efdc1fd3109322b240dccf2d78f7,8495507e359e9dd81efdbcd1a8463e5818f9913892417e8f8317f966d98ea2ce,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDD,SDD,GEB,fold_7,bed936b66d949ab19a675a59b695ef6dff5b09304c04523d862838dec78f97ec,0af55d1fb840662579d7fc9f18614b08beaeff89ef73f3d2e1cab7fcf93847fb,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDD_NH3,SDD_NH3,GEB,fold_8,cc8b2ac76eb2a6e71698163c3c97344007143c31519cee351d6c907cb85f6f37,9571ca9723a4e58d115fc843a5bbb9386f0b02737b2d9644568cfb8838cdf851,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDT_NH3,SDT_NH3,GEB,fold_9,cda8078b6e10e77412b9ee3cbf195a74e222ba5cc6a0bc6b63370c3dfb685fd9,a3cc913acbdef182e28593fc5d3d1e70756c2abd01b97e00590432065d6bf78c,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDT_TO_DATE,SDT_TO_DATE,GEB,fold_9,16749eb957f73fe5d2e1ad3d76ad7dd91b577abe27a3293c59e5d3a0a45cabce,14bc12902a5a38e45f0e82ffe669ec5ca3ba68c53bc9b39bd1f2ab23d03b495b,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDT_TO_DT,SDT_TO_DT,GEB,fold_0,1cd9092a2674fce5e20d1596b175c7289a9991cba337fb9060880317188dbda2,a06a13298d1e9ae5bb5d367cb709e3a5a60d2471a293a2e54abb698ae87db445,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SDT_TO_TOD,SDT_TO_TOD,GEB,fold_1,9157a1dc37daeba25267357a4c2752949b45edb743632862b3d201b3397e5979,92394e20ed26a40422a3344170ba230821b809596cf43327f8075cb0bb33906a,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SECOND,SECOND,GEB,fold_2,942c385369ca28ecbc609120e0bc4c41896009cdb550b30d90ec96a4fb65fe50,f08c1778102659fac3d5178b0c4e8ab5fb0ac89963791d4de55ee930828c9cab,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SECOND_OF_DT,SECOND_OF_DT,GEB,fold_3,7f740ace201513d1a1bf8a2ed3cca802ddd85c02c81fd199549afea442b0cf51,7334ec2650bdc2b4e9d8ec2faf03dc888d28322630e52c7bef984d78e26ac48c,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SECOND_TO_TIME,SECOND_TO_TIME,GEB,fold_4,a75502abc93ce9ce120f3f3100578a312febf41ae58a494fb61a909d798e0c95,2d5385add4ca619f6b30379e63596673a210f22051bcae1c5b055b51c8291fe6,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SEL2_OF_3,SEL2_OF_3,GEB,fold_1,aafc02eeb48c28ab64ec45225de6c4a695c002d21302c98758e9e6f3a4a37a48,b97731f4d3e16c2108d09b7d12c52bba4a8064de1169bbaa857c29251a565a49,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SEL2_OF_3B,SEL2_OF_3B,GEB,fold_2,081bba00be3772022c300e3949f08e6a21091fb1ccfe8f2bd10c81b9c93332cd,e0c7273b93ab4dd72baeb7cc69bd628a063b126758e02cb7e201ac452ea3df16,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SELECT_8,SELECT_8,GEB,fold_9,46780d4c193d6e1eb8d56b2538a45b99250c93ac8b0126b349986a56f38aeffe,cc896efb49708fe3ea2b86c5bb60f148dedb0cc5cec479c2a14c41e11d18a817,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SENSOR_INT,SENSOR_INT,GEB,fold_5,3ddff8519c402aeff7c0ebcc5ade8e48741c4bda42b3bf60cdfcdf2269c486bd,9c7a77c947c63b7baa0aa1d7f38409cc75aa321d8f928d67b92eb77342f0ac61,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SEQUENCE_4,SEQUENCE_4,GEB,fold_4,906d89b72c86360a7bd783180d261710f32ff9789cc19eff5b7bd0cdc8993fb8,857c614a7711064655376093ba6b29682f6cb8f5c966786adcb1c3fb7de97137,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SEQUENCE_64,SEQUENCE_64,GEB,fold_5,f7bbba2babae6cedc23f25f49a85230f07a306c67bb04ced5475245adc651823,3eb93097a078c0f1577cc59fab5553dff64307a2fa55324dc2455e2e40a0f28f,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SEQUENCE_8,SEQUENCE_8,GEB,fold_6,13170400528c87e708ce83093a2f616a69be9cbb6190d47f0afb096c1ad6a2e0,43fa43c2f3a9d61b7f9820e1bc10861ce287ee831c2fd8c580ff41793abcf8d2,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_CHARNAMES,SETUP_CHARNAMES,GEB,fold_8,ae8616f138ef0cb55029b72621dac6e45ecb2d86b321e876759125fed5946df4,15c3dd898bc8aa7b9b5b8b38ca2e1c91c7eabd5b88d2a3c63e90ad587fda5b58,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_DIRS,SETUP_DIRS,GEB,fold_9,7f357811ecea20efc144f01b2c87d91b1117ec51b046ebaa3ecbb8a4a70d1217,7be0bff0dfbfc3ac7791e19c9902b3605e4444e1ee6b77877243e0318b60d4ed,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_EXTENDED_ASCII,SETUP_EXTENDED_ASCII,GEB,fold_0,8bf88d9edc780c77d0a1b105310d00ca25f209face972e2ec1d8c99603104e0c,53f72f04773fd797a126efb8ee451a5b18fa39890bfdc1f7ffd96edaa4f13bc0,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_HOLIDAY_AT,SETUP_HOLIDAY_AT,GEB,fold_1,104a10b9b1d5ab2cb994cf764cd5807504578f40d503ff3668d135c6b552bbd1,a11363f9fd82f7be8d05fc5c5b6d60cae7bccd1e53174a8b3d17a20f9c8554a4,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_HOLIDAY_DE,SETUP_HOLIDAY_DE,GEB,fold_2,95acbeda4259dc61492b24855d05d5c199018692f8899515480ec43a114121ae,02bb637ba65aa6bb0cdceed3417d56baf4e8e2df35675ccabe9c694396c57f43,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_HOLIDAY_FR,SETUP_HOLIDAY_FR,GEB,fold_3,b26c4fd4523afe5e40a2b61cf858728b4a7891387069c27a46d4d66164bf9e5a,f5880609e78d6f93518c36507548fb1e5bff44f90e418171a54810cb191d5464,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_LANGUAGE,SETUP_LANGUAGE,GEB,fold_4,9640636ae0618bf9bfb641631d25968255743422dc42cd2079b4a3f148286d40,e3da67a265a24c63cfd95b558034b5f1de9ce0b538ac0bd5aa05fa74a029d1d0,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_LOCATION,SETUP_LOCATION,GEB,fold_5,59c601cf6cbafae3ab32a85e125a7f75caaff86abf3f64ccb90352ec68818b24,3ba2d551a3b7530efd6c53ff12e9cbe41b977f0f224c4ba268a022b44e63436f,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_MONTHS,SETUP_MONTHS,GEB,fold_6,d006ff452874f3aa2cb24e45ff501eed7308e91817b26f85463a7fb26b50f8b8,a24abcb6172517f4819ecce8431f013fef98a5304c9802f23af9e6b96311064c,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_MONTHS3,SETUP_MONTHS3,GEB,fold_7,75f58ddb33a1eba13ff66104be0ea0a2035cb697dc50310fc2a57b904d539908,6b71de41493b68ad0abafbae2609fa56464f8ff4ff45f85922b8d927be31ef5c,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_WEEKDAYS,SETUP_WEEKDAYS,GEB,fold_8,357a5772485ed05d46df556fc507b842976455b517a545915ac882b9a70a983a,19af423f5dc86b01ddef95920fab39c76211165c2b3bd2e1f939e8909290e22a,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SETUP_WEEKDAYS2,SETUP_WEEKDAYS2,GEB,fold_9,d7e13a2f39f4d298de48b5139201694e6c30c1ccbf041ac1a545ec21664ed2a0,1454fa0e547e15ebbb73d029d36c13eb558c98df3cbb15a44e74e8dcaceaef4a,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SET_DATE,SET_DATE,GEB,fold_5,e78456dacca46b43fe1c79c4b82c416e2022b7ff31b8f5dd86dc1dd839ea3ffc,08f901e340b78a7931b516ab79f152de527706b24bc9ce868eee9240e38feacc,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_SET_DT,SET_DT,GEB,fold_6,846c69c4957a4482b683549643c7f6dbc00d8b1bf811bef0adbd09a81b1570ea,6decf42c83a5b3272539fb04d64d9f38610d0134a16bff59fd5795f21a23ba92,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
