# V3.5 state signal is declared PLC state-role naming inferred from V2 symbol text and PLC-BEAD sample metadata. It is not binary-byte state inference. It is not runtime state-machine recovery (contrast: Ta'veren NDSS 2026). It is not function-boundary code-region recovery (contrast: PLC-BinX arXiv 2026). Completeness is auditability, not classification accuracy. Direct comparison to A1/A2/Q4/V2 F1 is prohibited.
fold_id,split_scope,ablation,rule_partition,toolchain,sample_count,ec4_mean,ec4_variance,ec4_fill_distribution,c1_spread_non_codesys,c1_pass,c2_toolchains_passing_variance,c2_pass,interpretation,evidence_label
fold_7,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,44,0.500000,0.000000,44x0.5,0.008167,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_7,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,58,0.534483,0.016052,54x0.5; 4x1.0,0.008167,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_7,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.526316,0.012465,54x0.5; 3x1.0,0.008167,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_7,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,59,0.533898,0.015800,55x0.5; 4x1.0,0.008167,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_7,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,44,0.500000,0.000000,44x0.5,0.249546,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_7,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,58,0.775862,0.061831,26x0.5; 32x1.0,0.249546,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_7,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.526316,0.012465,54x0.5; 3x1.0,0.249546,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_7,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,59,0.533898,0.015800,55x0.5; 4x1.0,0.249546,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_8,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,45,0.500000,0.000000,45x0.5,0.294643,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_8,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,56,0.794643,0.060507,23x0.5; 33x1.0,0.294643,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_8,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,57,0.500000,0.000000,57x0.5,0.294643,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_8,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,58,0.500000,0.000000,58x0.5,0.294643,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_8,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,45,0.500000,0.000000,45x0.5,0.000924,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_8,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,56,0.526786,0.012675,53x0.5; 3x1.0,0.000924,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_8,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.526316,0.012465,54x0.5; 3x1.0,0.000924,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_8,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,58,0.525862,0.012262,55x0.5; 3x1.0,0.000924,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_8,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,45,0.500000,0.000000,45x0.5,0.268781,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_8,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,56,0.794643,0.060507,23x0.5; 33x1.0,0.268781,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_8,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.526316,0.012465,54x0.5; 3x1.0,0.268781,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_8,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,58,0.525862,0.012262,55x0.5; 3x1.0,0.268781,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_9,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,39,0.500000,0.000000,39x0.5,0.301887,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_9,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,53,0.801887,0.059808,21x0.5; 32x1.0,0.301887,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_9,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,51,0.500000,0.000000,51x0.5,0.301887,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_9,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,54,0.500000,0.000000,54x0.5,0.301887,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_9,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,39,0.500000,0.000000,39x0.5,0.002723,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_9,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,53,0.547170,0.021360,48x0.5; 5x1.0,0.002723,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_9,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,51,0.549020,0.022107,46x0.5; 5x1.0,0.002723,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_9,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,54,0.546296,0.021005,49x0.5; 5x1.0,0.002723,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_9,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,39,0.500000,0.000000,39x0.5,0.255590,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_9,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,53,0.801887,0.059808,21x0.5; 32x1.0,0.255590,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_9,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,51,0.549020,0.022107,46x0.5; 5x1.0,0.255590,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_9,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,54,0.546296,0.021005,49x0.5; 5x1.0,0.255590,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,480,0.500000,0.000000,480x0.5,0.286526,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,616,0.786526,0.061166,263x0.5; 353x1.0,0.286526,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,618,0.500000,0.000000,618x0.5,0.286526,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,639,0.500000,0.000000,639x0.5,0.286526,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,480,0.500000,0.000000,480x0.5,0.000741,false,0,false,criterion_not_met,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,616,0.544643,0.020328,561x0.5; 55x1.0,0.000741,false,0,false,criterion_not_met,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,618,0.545307,0.020601,562x0.5; 56x1.0,0.000741,false,0,false,criterion_not_met,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,639,0.545383,0.020632,581x0.5; 58x1.0,0.000741,false,0,false,criterion_not_met,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,480,0.500000,0.000000,480x0.5,0.247712,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,616,0.793019,0.060649,255x0.5; 361x1.0,0.247712,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,618,0.545307,0.020601,562x0.5; 56x1.0,0.247712,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
ALL_FOLDS,all_samples,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,639,0.545383,0.020632,581x0.5; 58x1.0,0.247712,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
